player,team,lg,season,replaced,hof
Bam Adebayo,Team Giannis,NBA,2020,FALSE,FALSE
Giannis Antetokounmpo,Team Giannis,NBA,2020,FALSE,FALSE
Jimmy Butler,Team Giannis,NBA,2020,FALSE,FALSE
Joel Embiid,Team Giannis,NBA,2020,FALSE,FALSE
Rudy Gobert,Team Giannis,NBA,2020,FALSE,FALSE
Brandon Ingram,Team Giannis,NBA,2020,FALSE,FALSE
Kyle Lowry,Team Giannis,NBA,2020,FALSE,FALSE
Khris Middleton,Team Giannis,NBA,2020,FALSE,FALSE
Donovan Mitchell,Team Giannis,NBA,2020,FALSE,FALSE
Pascal Siakam,Team Giannis,NBA,2020,FALSE,FALSE
Kemba Walker,Team Giannis,NBA,2020,FALSE,FALSE
Trae Young,Team Giannis,NBA,2020,FALSE,FALSE
Devin Booker,Team LeBron,NBA,2020,FALSE,FALSE
Anthony Davis,Team LeBron,NBA,2020,FALSE,FALSE
Luka Dončić,Team LeBron,NBA,2020,FALSE,FALSE
James Harden,Team LeBron,NBA,2020,FALSE,FALSE
LeBron James,Team LeBron,NBA,2020,FALSE,FALSE
Nikola Jokić,Team LeBron,NBA,2020,FALSE,FALSE
Kawhi Leonard,Team LeBron,NBA,2020,FALSE,FALSE
Damian Lillard,Team LeBron,NBA,2020,FALSE,FALSE
Chris Paul,Team LeBron,NBA,2020,FALSE,FALSE
Domantas Sabonis,Team LeBron,NBA,2020,FALSE,FALSE
Ben Simmons,Team LeBron,NBA,2020,FALSE,FALSE
Jayson Tatum,Team LeBron,NBA,2020,FALSE,FALSE
Russell Westbrook,Team LeBron,NBA,2020,FALSE,FALSE
Giannis Antetokounmpo,Team Giannis,NBA,2019,FALSE,FALSE
Stephen Curry,Team Giannis,NBA,2019,FALSE,FALSE
Joel Embiid,Team Giannis,NBA,2019,FALSE,FALSE
Paul George,Team Giannis,NBA,2019,FALSE,FALSE
Blake Griffin,Team Giannis,NBA,2019,FALSE,FALSE
Nikola Jokić,Team Giannis,NBA,2019,FALSE,FALSE
Kyle Lowry,Team Giannis,NBA,2019,FALSE,FALSE
Khris Middleton,Team Giannis,NBA,2019,FALSE,FALSE
Dirk Nowitzki,Team Giannis,NBA,2019,FALSE,FALSE
Victor Oladipo,Team Giannis,NBA,2019,TRUE,FALSE
D'Angelo Russell,Team Giannis,NBA,2019,FALSE,FALSE
Nikola Vučević,Team Giannis,NBA,2019,FALSE,FALSE
Kemba Walker,Team Giannis,NBA,2019,FALSE,FALSE
Russell Westbrook,Team Giannis,NBA,2019,FALSE,FALSE
LaMarcus Aldridge,Team LeBron,NBA,2019,FALSE,FALSE
Bradley Beal,Team LeBron,NBA,2019,FALSE,FALSE
Anthony Davis,Team LeBron,NBA,2019,FALSE,FALSE
Kevin Durant,Team LeBron,NBA,2019,FALSE,FALSE
James Harden,Team LeBron,NBA,2019,FALSE,FALSE
Kyrie Irving,Team LeBron,NBA,2019,FALSE,FALSE
LeBron James,Team LeBron,NBA,2019,FALSE,FALSE
Kawhi Leonard,Team LeBron,NBA,2019,FALSE,FALSE
Damian Lillard,Team LeBron,NBA,2019,FALSE,FALSE
Ben Simmons,Team LeBron,NBA,2019,FALSE,FALSE
Klay Thompson,Team LeBron,NBA,2019,FALSE,FALSE
Karl-Anthony Towns,Team LeBron,NBA,2019,FALSE,FALSE
Dwyane Wade,Team LeBron,NBA,2019,FALSE,FALSE
LaMarcus Aldridge,Team LeBron,NBA,2018,FALSE,FALSE
Bradley Beal,Team LeBron,NBA,2018,FALSE,FALSE
DeMarcus Cousins,Team LeBron,NBA,2018,TRUE,FALSE
Anthony Davis,Team LeBron,NBA,2018,FALSE,FALSE
Goran Dragić,Team LeBron,NBA,2018,FALSE,FALSE
Andre Drummond,Team LeBron,NBA,2018,FALSE,FALSE
Kevin Durant,Team LeBron,NBA,2018,FALSE,FALSE
Paul George,Team LeBron,NBA,2018,FALSE,FALSE
Kyrie Irving,Team LeBron,NBA,2018,FALSE,FALSE
LeBron James,Team LeBron,NBA,2018,FALSE,FALSE
Kevin Love,Team LeBron,NBA,2018,TRUE,FALSE
Victor Oladipo,Team LeBron,NBA,2018,FALSE,FALSE
Kristaps Porziņģis,Team LeBron,NBA,2018,TRUE,FALSE
Kemba Walker,Team LeBron,NBA,2018,FALSE,FALSE
John Wall,Team LeBron,NBA,2018,TRUE,FALSE
Russell Westbrook,Team LeBron,NBA,2018,FALSE,FALSE
Giannis Antetokounmpo,Team Stephen,NBA,2018,FALSE,FALSE
Jimmy Butler,Team Stephen,NBA,2018,TRUE,FALSE
Stephen Curry,Team Stephen,NBA,2018,FALSE,FALSE
DeMar DeRozan,Team Stephen,NBA,2018,FALSE,FALSE
Joel Embiid,Team Stephen,NBA,2018,FALSE,FALSE
Draymond Green,Team Stephen,NBA,2018,FALSE,FALSE
James Harden,Team Stephen,NBA,2018,FALSE,FALSE
Al Horford,Team Stephen,NBA,2018,FALSE,FALSE
Damian Lillard,Team Stephen,NBA,2018,FALSE,FALSE
Kyle Lowry,Team Stephen,NBA,2018,FALSE,FALSE
Klay Thompson,Team Stephen,NBA,2018,FALSE,FALSE
Karl-Anthony Towns,Team Stephen,NBA,2018,FALSE,FALSE
Giannis Antetokounmpo,East,NBA,2017,FALSE,FALSE
Carmelo Anthony,East,NBA,2017,FALSE,FALSE
Jimmy Butler,East,NBA,2017,FALSE,FALSE
DeMar DeRozan,East,NBA,2017,FALSE,FALSE
Paul George,East,NBA,2017,FALSE,FALSE
Kyrie Irving,East,NBA,2017,FALSE,FALSE
LeBron James,East,NBA,2017,FALSE,FALSE
Kevin Love,East,NBA,2017,TRUE,FALSE
Kyle Lowry,East,NBA,2017,FALSE,FALSE
Paul Millsap,East,NBA,2017,FALSE,FALSE
Isaiah Thomas,East,NBA,2017,FALSE,FALSE
Kemba Walker,East,NBA,2017,FALSE,FALSE
John Wall,East,NBA,2017,FALSE,FALSE
DeMarcus Cousins,West,NBA,2017,FALSE,FALSE
Stephen Curry,West,NBA,2017,FALSE,FALSE
Anthony Davis,West,NBA,2017,FALSE,FALSE
Kevin Durant,West,NBA,2017,FALSE,FALSE
Marc Gasol,West,NBA,2017,FALSE,FALSE
Draymond Green,West,NBA,2017,FALSE,FALSE
James Harden,West,NBA,2017,FALSE,FALSE
Gordon Hayward,West,NBA,2017,FALSE,FALSE
DeAndre Jordan,West,NBA,2017,FALSE,FALSE
Kawhi Leonard,West,NBA,2017,FALSE,FALSE
Klay Thompson,West,NBA,2017,FALSE,FALSE
Russell Westbrook,West,NBA,2017,FALSE,FALSE
Carmelo Anthony,East,NBA,2016,FALSE,FALSE
Chris Bosh,East,NBA,2016,TRUE,TRUE
Jimmy Butler,East,NBA,2016,TRUE,FALSE
DeMar DeRozan,East,NBA,2016,FALSE,FALSE
Andre Drummond,East,NBA,2016,FALSE,FALSE
Pau Gasol,East,NBA,2016,FALSE,FALSE
Paul George,East,NBA,2016,FALSE,FALSE
Al Horford,East,NBA,2016,FALSE,FALSE
LeBron James,East,NBA,2016,FALSE,FALSE
Kyle Lowry,East,NBA,2016,FALSE,FALSE
Paul Millsap,East,NBA,2016,FALSE,FALSE
Isaiah Thomas,East,NBA,2016,FALSE,FALSE
Dwyane Wade,East,NBA,2016,FALSE,FALSE
John Wall,East,NBA,2016,FALSE,FALSE
LaMarcus Aldridge,West,NBA,2016,FALSE,FALSE
Kobe Bryant,West,NBA,2016,FALSE,TRUE
DeMarcus Cousins,West,NBA,2016,FALSE,FALSE
Stephen Curry,West,NBA,2016,FALSE,FALSE
Anthony Davis,West,NBA,2016,FALSE,FALSE
Kevin Durant,West,NBA,2016,FALSE,FALSE
Draymond Green,West,NBA,2016,FALSE,FALSE
James Harden,West,NBA,2016,FALSE,FALSE
Kawhi Leonard,West,NBA,2016,FALSE,FALSE
Chris Paul,West,NBA,2016,FALSE,FALSE
Klay Thompson,West,NBA,2016,FALSE,FALSE
Russell Westbrook,West,NBA,2016,FALSE,FALSE
Carmelo Anthony,East,NBA,2015,FALSE,FALSE
Chris Bosh,East,NBA,2015,FALSE,TRUE
Jimmy Butler,East,NBA,2015,FALSE,FALSE
Pau Gasol,East,NBA,2015,FALSE,FALSE
Al Horford,East,NBA,2015,FALSE,FALSE
Kyrie Irving,East,NBA,2015,FALSE,FALSE
LeBron James,East,NBA,2015,FALSE,FALSE
Kyle Korver,East,NBA,2015,FALSE,FALSE
Kyle Lowry,East,NBA,2015,FALSE,FALSE
Paul Millsap,East,NBA,2015,FALSE,FALSE
Jeff Teague,East,NBA,2015,FALSE,FALSE
Dwyane Wade,East,NBA,2015,FALSE,FALSE
John Wall,East,NBA,2015,FALSE,FALSE
LaMarcus Aldridge,West,NBA,2015,FALSE,FALSE
Kobe Bryant,West,NBA,2015,FALSE,TRUE
DeMarcus Cousins,West,NBA,2015,FALSE,FALSE
Stephen Curry,West,NBA,2015,FALSE,FALSE
Anthony Davis,West,NBA,2015,FALSE,FALSE
Tim Duncan,West,NBA,2015,FALSE,TRUE
Kevin Durant,West,NBA,2015,FALSE,FALSE
Marc Gasol,West,NBA,2015,FALSE,FALSE
Blake Griffin,West,NBA,2015,FALSE,FALSE
James Harden,West,NBA,2015,FALSE,FALSE
Damian Lillard,West,NBA,2015,FALSE,FALSE
Dirk Nowitzki,West,NBA,2015,FALSE,FALSE
Chris Paul,West,NBA,2015,FALSE,FALSE
Klay Thompson,West,NBA,2015,FALSE,FALSE
Russell Westbrook,West,NBA,2015,FALSE,FALSE
Carmelo Anthony,East,NBA,2014,FALSE,FALSE
Chris Bosh,East,NBA,2014,FALSE,TRUE
DeMar DeRozan,East,NBA,2014,FALSE,FALSE
Paul George,East,NBA,2014,FALSE,FALSE
Roy Hibbert,East,NBA,2014,FALSE,FALSE
Kyrie Irving,East,NBA,2014,FALSE,FALSE
LeBron James,East,NBA,2014,FALSE,FALSE
Joe Johnson,East,NBA,2014,FALSE,FALSE
Paul Millsap,East,NBA,2014,FALSE,FALSE
Joakim Noah,East,NBA,2014,FALSE,FALSE
Dwyane Wade,East,NBA,2014,FALSE,FALSE
John Wall,East,NBA,2014,FALSE,FALSE
LaMarcus Aldridge,West,NBA,2014,FALSE,FALSE
Kobe Bryant,West,NBA,2014,TRUE,TRUE
Stephen Curry,West,NBA,2014,FALSE,FALSE
Anthony Davis,West,NBA,2014,FALSE,FALSE
Kevin Durant,West,NBA,2014,FALSE,FALSE
Blake Griffin,West,NBA,2014,FALSE,FALSE
James Harden,West,NBA,2014,FALSE,FALSE
Dwight Howard,West,NBA,2014,FALSE,FALSE
Damian Lillard,West,NBA,2014,FALSE,FALSE
Kevin Love,West,NBA,2014,FALSE,FALSE
Dirk Nowitzki,West,NBA,2014,FALSE,FALSE
Tony Parker,West,NBA,2014,FALSE,FALSE
Chris Paul,West,NBA,2014,FALSE,FALSE
Carmelo Anthony,East,NBA,2013,FALSE,FALSE
Chris Bosh,East,NBA,2013,FALSE,TRUE
Tyson Chandler,East,NBA,2013,FALSE,FALSE
Luol Deng,East,NBA,2013,FALSE,FALSE
Kevin Garnett,East,NBA,2013,FALSE,TRUE
Paul George,East,NBA,2013,FALSE,FALSE
Jrue Holiday,East,NBA,2013,FALSE,FALSE
Kyrie Irving,East,NBA,2013,FALSE,FALSE
LeBron James,East,NBA,2013,FALSE,FALSE
Brook Lopez,East,NBA,2013,FALSE,FALSE
Joakim Noah,East,NBA,2013,FALSE,FALSE
Rajon Rondo,East,NBA,2013,TRUE,FALSE
Dwyane Wade,East,NBA,2013,FALSE,FALSE
LaMarcus Aldridge,West,NBA,2013,FALSE,FALSE
Kobe Bryant,West,NBA,2013,FALSE,TRUE
Tim Duncan,West,NBA,2013,FALSE,TRUE
Kevin Durant,West,NBA,2013,FALSE,FALSE
Blake Griffin,West,NBA,2013,FALSE,FALSE
James Harden,West,NBA,2013,FALSE,FALSE
Dwight Howard,West,NBA,2013,FALSE,FALSE
David Lee,West,NBA,2013,FALSE,FALSE
Tony Parker,West,NBA,2013,FALSE,FALSE
Chris Paul,West,NBA,2013,FALSE,FALSE
Zach Randolph,West,NBA,2013,FALSE,FALSE
Russell Westbrook,West,NBA,2013,FALSE,FALSE
Carmelo Anthony,East,NBA,2012,FALSE,FALSE
Chris Bosh,East,NBA,2012,FALSE,TRUE
Luol Deng,East,NBA,2012,FALSE,FALSE
Roy Hibbert,East,NBA,2012,FALSE,FALSE
Dwight Howard,East,NBA,2012,FALSE,FALSE
Andre Iguodala,East,NBA,2012,FALSE,FALSE
LeBron James,East,NBA,2012,FALSE,FALSE
Joe Johnson,East,NBA,2012,TRUE,FALSE
Paul Pierce,East,NBA,2012,FALSE,TRUE
Rajon Rondo,East,NBA,2012,FALSE,FALSE
Derrick Rose,East,NBA,2012,FALSE,FALSE
Dwyane Wade,East,NBA,2012,FALSE,FALSE
Deron Williams,East,NBA,2012,FALSE,FALSE
LaMarcus Aldridge,West,NBA,2012,FALSE,FALSE
Kobe Bryant,West,NBA,2012,FALSE,TRUE
Andrew Bynum,West,NBA,2012,FALSE,FALSE
Kevin Durant,West,NBA,2012,FALSE,FALSE
Marc Gasol,West,NBA,2012,FALSE,FALSE
Blake Griffin,West,NBA,2012,FALSE,FALSE
Kevin Love,West,NBA,2012,FALSE,FALSE
Steve Nash,West,NBA,2012,FALSE,TRUE
Dirk Nowitzki,West,NBA,2012,FALSE,FALSE
Tony Parker,West,NBA,2012,FALSE,FALSE
Chris Paul,West,NBA,2012,FALSE,FALSE
Russell Westbrook,West,NBA,2012,FALSE,FALSE
Ray Allen,East,NBA,2011,FALSE,TRUE
Chris Bosh,East,NBA,2011,FALSE,TRUE
Kevin Garnett,East,NBA,2011,FALSE,TRUE
Al Horford,East,NBA,2011,FALSE,FALSE
Dwight Howard,East,NBA,2011,FALSE,FALSE
LeBron James,East,NBA,2011,FALSE,FALSE
Joe Johnson,East,NBA,2011,FALSE,FALSE
Paul Pierce,East,NBA,2011,FALSE,TRUE
Rajon Rondo,East,NBA,2011,FALSE,FALSE
Derrick Rose,East,NBA,2011,FALSE,FALSE
Amar'e Stoudemire,East,NBA,2011,FALSE,FALSE
Dwyane Wade,East,NBA,2011,FALSE,FALSE
Carmelo Anthony,West,NBA,2011,FALSE,FALSE
Kobe Bryant,West,NBA,2011,FALSE,TRUE
Tim Duncan,West,NBA,2011,FALSE,TRUE
Kevin Durant,West,NBA,2011,FALSE,FALSE
Pau Gasol,West,NBA,2011,FALSE,FALSE
Manu Ginóbili,West,NBA,2011,FALSE,FALSE
Blake Griffin,West,NBA,2011,FALSE,FALSE
Kevin Love,West,NBA,2011,FALSE,FALSE
Yao Ming,West,NBA,2011,TRUE,TRUE
Dirk Nowitzki,West,NBA,2011,FALSE,FALSE
Chris Paul,West,NBA,2011,FALSE,FALSE
Russell Westbrook,West,NBA,2011,FALSE,FALSE
Deron Williams,West,NBA,2011,FALSE,FALSE
Chris Bosh,East,NBA,2010,FALSE,TRUE
Kevin Garnett,East,NBA,2010,FALSE,TRUE
Al Horford,East,NBA,2010,FALSE,FALSE
Dwight Howard,East,NBA,2010,FALSE,FALSE
Allen Iverson,East,NBA,2010,TRUE,TRUE
LeBron James,East,NBA,2010,FALSE,FALSE
Joe Johnson,East,NBA,2010,FALSE,FALSE
David Lee,East,NBA,2010,FALSE,FALSE
Paul Pierce,East,NBA,2010,FALSE,TRUE
Rajon Rondo,East,NBA,2010,FALSE,FALSE
Derrick Rose,East,NBA,2010,FALSE,FALSE
Dwyane Wade,East,NBA,2010,FALSE,FALSE
Gerald Wallace,East,NBA,2010,FALSE,FALSE
Carmelo Anthony,West,NBA,2010,FALSE,FALSE
Chauncey Billups,West,NBA,2010,FALSE,FALSE
Kobe Bryant,West,NBA,2010,TRUE,TRUE
Tim Duncan,West,NBA,2010,FALSE,TRUE
Kevin Durant,West,NBA,2010,FALSE,FALSE
Pau Gasol,West,NBA,2010,FALSE,FALSE
Chris Kaman,West,NBA,2010,FALSE,FALSE
Jason Kidd,West,NBA,2010,FALSE,TRUE
Steve Nash,West,NBA,2010,FALSE,TRUE
Dirk Nowitzki,West,NBA,2010,FALSE,FALSE
Chris Paul,West,NBA,2010,TRUE,FALSE
Zach Randolph,West,NBA,2010,FALSE,FALSE
Brandon Roy,West,NBA,2010,TRUE,FALSE
Amar'e Stoudemire,West,NBA,2010,FALSE,FALSE
Deron Williams,West,NBA,2010,FALSE,FALSE
Ray Allen,East,NBA,2009,FALSE,TRUE
Chris Bosh,East,NBA,2009,TRUE,TRUE
Kevin Garnett,East,NBA,2009,FALSE,TRUE
Danny Granger,East,NBA,2009,FALSE,FALSE
Devin Harris,East,NBA,2009,FALSE,FALSE
Dwight Howard,East,NBA,2009,FALSE,FALSE
Allen Iverson,East,NBA,2009,FALSE,TRUE
LeBron James,East,NBA,2009,FALSE,FALSE
Joe Johnson,East,NBA,2009,FALSE,FALSE
Rashard Lewis,East,NBA,2009,FALSE,FALSE
Jameer Nelson,East,NBA,2009,TRUE,FALSE
Paul Pierce,East,NBA,2009,FALSE,TRUE
Dwyane Wade,East,NBA,2009,FALSE,FALSE
Mo Williams,East,NBA,2009,FALSE,FALSE
Chauncey Billups,West,NBA,2009,FALSE,FALSE
Kobe Bryant,West,NBA,2009,FALSE,TRUE
Tim Duncan,West,NBA,2009,FALSE,TRUE
Pau Gasol,West,NBA,2009,FALSE,FALSE
Yao Ming,West,NBA,2009,FALSE,TRUE
Dirk Nowitzki,West,NBA,2009,FALSE,FALSE
Shaquille O'Neal,West,NBA,2009,FALSE,TRUE
Tony Parker,West,NBA,2009,FALSE,FALSE
Chris Paul,West,NBA,2009,FALSE,FALSE
Brandon Roy,West,NBA,2009,FALSE,FALSE
Amar'e Stoudemire,West,NBA,2009,FALSE,FALSE
David West,West,NBA,2009,FALSE,FALSE
Ray Allen,East,NBA,2008,FALSE,TRUE
Chauncey Billups,East,NBA,2008,FALSE,FALSE
Chris Bosh,East,NBA,2008,FALSE,TRUE
Caron Butler,East,NBA,2008,TRUE,FALSE
Kevin Garnett,East,NBA,2008,TRUE,TRUE
Richard Hamilton,East,NBA,2008,FALSE,FALSE
Dwight Howard,East,NBA,2008,FALSE,FALSE
LeBron James,East,NBA,2008,FALSE,FALSE
Antawn Jamison,East,NBA,2008,FALSE,FALSE
Joe Johnson,East,NBA,2008,FALSE,FALSE
Jason Kidd,East,NBA,2008,FALSE,TRUE
Paul Pierce,East,NBA,2008,FALSE,TRUE
Dwyane Wade,East,NBA,2008,FALSE,FALSE
Rasheed Wallace,East,NBA,2008,FALSE,FALSE
Carmelo Anthony,West,NBA,2008,FALSE,FALSE
Carlos Boozer,West,NBA,2008,FALSE,FALSE
Kobe Bryant,West,NBA,2008,FALSE,TRUE
Tim Duncan,West,NBA,2008,FALSE,TRUE
Allen Iverson,West,NBA,2008,FALSE,TRUE
Yao Ming,West,NBA,2008,FALSE,TRUE
Steve Nash,West,NBA,2008,FALSE,TRUE
Dirk Nowitzki,West,NBA,2008,FALSE,FALSE
Chris Paul,West,NBA,2008,FALSE,FALSE
Brandon Roy,West,NBA,2008,FALSE,FALSE
Amar'e Stoudemire,West,NBA,2008,FALSE,FALSE
David West,West,NBA,2008,FALSE,FALSE
Gilbert Arenas,East,NBA,2007,FALSE,FALSE
Chauncey Billups,East,NBA,2007,FALSE,FALSE
Chris Bosh,East,NBA,2007,FALSE,TRUE
Caron Butler,East,NBA,2007,FALSE,FALSE
Vince Carter,East,NBA,2007,FALSE,FALSE
Richard Hamilton,East,NBA,2007,FALSE,FALSE
Dwight Howard,East,NBA,2007,FALSE,FALSE
LeBron James,East,NBA,2007,FALSE,FALSE
Joe Johnson,East,NBA,2007,FALSE,FALSE
Jason Kidd,East,NBA,2007,TRUE,TRUE
Jermaine O'Neal,East,NBA,2007,FALSE,FALSE
Shaquille O'Neal,East,NBA,2007,FALSE,TRUE
Dwyane Wade,East,NBA,2007,FALSE,FALSE
Ray Allen,West,NBA,2007,FALSE,TRUE
Carmelo Anthony,West,NBA,2007,FALSE,FALSE
Carlos Boozer,West,NBA,2007,TRUE,FALSE
Kobe Bryant,West,NBA,2007,FALSE,TRUE
Tim Duncan,West,NBA,2007,FALSE,TRUE
Kevin Garnett,West,NBA,2007,FALSE,TRUE
Josh Howard,West,NBA,2007,FALSE,FALSE
Allen Iverson,West,NBA,2007,TRUE,TRUE
Shawn Marion,West,NBA,2007,FALSE,FALSE
Tracy McGrady,West,NBA,2007,FALSE,TRUE
Yao Ming,West,NBA,2007,TRUE,TRUE
Steve Nash,West,NBA,2007,TRUE,TRUE
Dirk Nowitzki,West,NBA,2007,FALSE,FALSE
Mehmet Okur,West,NBA,2007,FALSE,FALSE
Tony Parker,West,NBA,2007,FALSE,FALSE
Amar'e Stoudemire,West,NBA,2007,FALSE,FALSE
Gilbert Arenas,East,NBA,2006,FALSE,FALSE
Chauncey Billups,East,NBA,2006,FALSE,FALSE
Chris Bosh,East,NBA,2006,FALSE,TRUE
Vince Carter,East,NBA,2006,FALSE,FALSE
Richard Hamilton,East,NBA,2006,FALSE,FALSE
Allen Iverson,East,NBA,2006,FALSE,TRUE
LeBron James,East,NBA,2006,FALSE,FALSE
Jermaine O'Neal,East,NBA,2006,TRUE,FALSE
Shaquille O'Neal,East,NBA,2006,FALSE,TRUE
Paul Pierce,East,NBA,2006,FALSE,TRUE
Dwyane Wade,East,NBA,2006,FALSE,FALSE
Ben Wallace,East,NBA,2006,FALSE,TRUE
Rasheed Wallace,East,NBA,2006,FALSE,FALSE
Ray Allen,West,NBA,2006,FALSE,TRUE
Elton Brand,West,NBA,2006,FALSE,FALSE
Kobe Bryant,West,NBA,2006,FALSE,TRUE
Tim Duncan,West,NBA,2006,FALSE,TRUE
Kevin Garnett,West,NBA,2006,FALSE,TRUE
Pau Gasol,West,NBA,2006,FALSE,FALSE
Shawn Marion,West,NBA,2006,FALSE,FALSE
Tracy McGrady,West,NBA,2006,FALSE,TRUE
Yao Ming,West,NBA,2006,FALSE,TRUE
Steve Nash,West,NBA,2006,FALSE,TRUE
Dirk Nowitzki,West,NBA,2006,FALSE,FALSE
Tony Parker,West,NBA,2006,FALSE,FALSE
Gilbert Arenas,East,NBA,2005,FALSE,FALSE
Vince Carter,East,NBA,2005,FALSE,FALSE
Grant Hill,East,NBA,2005,FALSE,TRUE
Zydrunas Ilgauskas,East,NBA,2005,FALSE,FALSE
Allen Iverson,East,NBA,2005,FALSE,TRUE
LeBron James,East,NBA,2005,FALSE,FALSE
Antawn Jamison,East,NBA,2005,FALSE,FALSE
Jermaine O'Neal,East,NBA,2005,FALSE,FALSE
Shaquille O'Neal,East,NBA,2005,FALSE,TRUE
Paul Pierce,East,NBA,2005,FALSE,TRUE
Dwyane Wade,East,NBA,2005,FALSE,FALSE
Ben Wallace,East,NBA,2005,FALSE,TRUE
Ray Allen,West,NBA,2005,FALSE,TRUE
Kobe Bryant,West,NBA,2005,FALSE,TRUE
Tim Duncan,West,NBA,2005,FALSE,TRUE
Kevin Garnett,West,NBA,2005,FALSE,TRUE
Manu Ginóbili,West,NBA,2005,FALSE,FALSE
Rashard Lewis,West,NBA,2005,FALSE,FALSE
Shawn Marion,West,NBA,2005,FALSE,FALSE
Tracy McGrady,West,NBA,2005,FALSE,TRUE
Yao Ming,West,NBA,2005,FALSE,TRUE
Steve Nash,West,NBA,2005,FALSE,TRUE
Dirk Nowitzki,West,NBA,2005,FALSE,FALSE
Amar'e Stoudemire,West,NBA,2005,FALSE,FALSE
Metta World Peace,East,NBA,2004,FALSE,FALSE
Vince Carter,East,NBA,2004,FALSE,FALSE
Baron Davis,East,NBA,2004,FALSE,FALSE
Allen Iverson,East,NBA,2004,FALSE,TRUE
Jason Kidd,East,NBA,2004,FALSE,TRUE
Jamaal Magloire,East,NBA,2004,FALSE,FALSE
Kenyon Martin,East,NBA,2004,FALSE,FALSE
Tracy McGrady,East,NBA,2004,FALSE,TRUE
Jermaine O'Neal,East,NBA,2004,FALSE,FALSE
Paul Pierce,East,NBA,2004,FALSE,TRUE
Michael Redd,East,NBA,2004,FALSE,FALSE
Ben Wallace,East,NBA,2004,FALSE,TRUE
Ray Allen,West,NBA,2004,FALSE,TRUE
Kobe Bryant,West,NBA,2004,FALSE,TRUE
Sam Cassell,West,NBA,2004,FALSE,FALSE
Tim Duncan,West,NBA,2004,FALSE,TRUE
Steve Francis,West,NBA,2004,FALSE,FALSE
Kevin Garnett,West,NBA,2004,FALSE,TRUE
Andrei Kirilenko,West,NBA,2004,FALSE,FALSE
Brad Miller,West,NBA,2004,FALSE,FALSE
Yao Ming,West,NBA,2004,FALSE,TRUE
Dirk Nowitzki,West,NBA,2004,FALSE,FALSE
Shaquille O'Neal,West,NBA,2004,FALSE,TRUE
Peja Stojaković,West,NBA,2004,FALSE,FALSE
Vince Carter,East,NBA,2003,FALSE,FALSE
Zydrunas Ilgauskas,East,NBA,2003,FALSE,FALSE
Allen Iverson,East,NBA,2003,FALSE,TRUE
Michael Jordan,East,NBA,2003,FALSE,TRUE
Jason Kidd,East,NBA,2003,FALSE,TRUE
Jamal Mashburn,East,NBA,2003,FALSE,FALSE
Tracy McGrady,East,NBA,2003,FALSE,TRUE
Brad Miller,East,NBA,2003,FALSE,FALSE
Jermaine O'Neal,East,NBA,2003,FALSE,FALSE
Paul Pierce,East,NBA,2003,FALSE,TRUE
Antoine Walker,East,NBA,2003,FALSE,FALSE
Ben Wallace,East,NBA,2003,FALSE,TRUE
Kobe Bryant,West,NBA,2003,FALSE,TRUE
Tim Duncan,West,NBA,2003,FALSE,TRUE
Steve Francis,West,NBA,2003,FALSE,FALSE
Kevin Garnett,West,NBA,2003,FALSE,TRUE
Stephon Marbury,West,NBA,2003,FALSE,FALSE
Shawn Marion,West,NBA,2003,FALSE,FALSE
Yao Ming,West,NBA,2003,FALSE,TRUE
Steve Nash,West,NBA,2003,FALSE,TRUE
Dirk Nowitzki,West,NBA,2003,FALSE,FALSE
Shaquille O'Neal,West,NBA,2003,FALSE,TRUE
Gary Payton,West,NBA,2003,FALSE,TRUE
Peja Stojaković,West,NBA,2003,FALSE,FALSE
Chris Webber,West,NBA,2003,TRUE,TRUE
